Age,Gender,Nationality,Living Status,Home Town,Relationship Status,Faculty,Education Level,Years of Study,Completed Credit Hours,CGPA,Number of Subjects Failed,SPM Result (A),SPM Result (B),SPM Result (C),Scholarship,PTPTN,Reason Study at Multimedia University,Lecture Class Capacity,Tutorial Class Capacity,Skipping Class,Classroom Facilities,Campus Environment,Additional Course,Family Size,Parent's Education Level.Father,Parent's Education Level.Mother,Father's Occupation,Mother's Occupation,Financial Difficulties,Financial Support,Study Behavior,Study Time,Extra Curricular Activities,Part-time Job,Commute Time,Gaming,Alcohol Consumption,I have enough free time after class,Social Interaction,I hang out with friends
21 - 23,Female,Malaysian,Friend or roommate,Rural,No,FCI,Bachelor's,3,40 - 70,Good,1 - 2,3,5,0,No,Yes,Course preference,Large,Medium,Less,Moderate,Moderate,Yes,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Group,Less than 2,No,No,Less than 10,Non-gamer,Non-drinker,4,2,3
21 - 23,Female,Malaysian,Friend or roommate,Urban,Yes,FOB,Bachelor's,3,71 - 100,Very Good,0,4,3,3,Yes,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,LE3,Secondary,Primary,Passed away,Unemployed,No,Yes,Group,2 - 5,Yes,No,Less than 10,Light,Non-drinker,3,4,4
21 - 23,Female,Malaysian,Alone,Urban,No,FCM,Bachelor's,2,71 - 100,Good,0,8,1,0,Yes,Yes,Course preference,Medium,Large,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,No,Less than 10,Non-gamer,Less,2,3,2
21 - 23,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,3,71 - 100,Very Good,0,8,2,0,No,Yes,Close to home,Medium,Medium,Less,Poor,Poor,No,MT3,Higher,Higher,Civil servant,Civil servant,No,Yes,Alone,2 - 5,Yes,Yes,10 - 30,Light,Less,4,3,4
21 - 23,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,3,71 - 100,Very Good,0,1,7,2,No,Yes,Close to home,Large,Medium,None,Poor,Moderate,No,MT3,Higher,Secondary,Self-employed,Unemployed,No,Yes,Group,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,4,3,2
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,3,71 - 100,Very Good,0,6,4,0,No,Yes,Course preference,Extra large,Large,Less,Poor,Moderate,No,LE3,Secondary,Secondary,chef,accountant,Yes,No,Group,Less than 2,Yes,Yes,Less than 10,Light,Often,4,4,5
21 - 23,Male,Malaysian,Alone,Urban,No,FCI,Bachelor's,2,71 - 100,Very Good,0,5,3,1,No,No,University reputation,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Education,Yes,No,Alone,2 - 5,No,No,Less than 10,Heavy,Non-drinker,4,3,2
21 - 23,Female,Malaysian,Friend or roommate,Urban,Yes,FIST,Bachelor's,2,40 - 70,Very Good,0,8,2,0,No,No,University reputation,Medium,Medium,None,Moderate,Good,No,MT3,Higher,Higher,Engineer,Teacher,No,Yes,Alone,2 - 5,Yes,Yes,Less than 10,Light,Non-drinker,1,4,4
21 - 23,Male,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,3,More than 100,Good,1 - 2,2,3,3,No,Yes,University reputation,Small,Medium,Sometimes,Poor,Poor,Yes,MT3,Secondary,Higher,Self-employed,Unemployed,No,Yes,Group,Less than 2,Yes,Yes,Less than 10,Non-gamer,Often,5,2,3
18 - 20,Female,Malaysian,Friend or roommate,Rural,No,FCI,Bachelor's,Less than 1,Less than 40,Very Good,0,5,5,0,No,Yes,Course preference,Medium,Large,Less,Moderate,Moderate,No,MT3,Higher,Secondary,Self-employed,Self-employed,No,Yes,Group,Less than 2,No,No,Less than 10,Light,Non-drinker,3,4,3
21 - 23,Female,Malaysian,Family,Urban,Yes,FCI,Bachelor's,3,71 - 100,Good,0,4,2,4,No,Yes,Course preference,Medium,Medium,Sometimes,Moderate,Good,No,MT3,Secondary,Secondary,Self-employed,Housewife ,No,Yes,Alone,Less than 2,No,No,30 - 60,Heavy,Non-drinker,5,2,2
21 - 23,Male,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,3,71 - 100,Very Good,0,5,4,1,No,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,No,10 - 30,Moderate,Less,3,2,3
24 - 26,Male,Malaysian,Friend or roommate,Urban,Yes,FCI,Bachelor's,1,40 - 70,Very Good,0,1,3,3,No,No,Course preference,Large,Medium,Less,Moderate,Moderate,Yes,MT3,Higher,Higher,Self-employed,Manufacturing,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Moderate,Non-drinker,3,3,3
21 - 23,Male,Malaysian,Friend or roommate,Rural,No,FIST,Bachelor's,More than 4,71 - 100,Good,1 - 2,5,5,0,Yes,Yes,Close to home,Medium,Medium,Less,Poor,Poor,No,MT3,Secondary,Secondary,Self-employed,Unemployed,Yes,No,Alone,Less than 2,Yes,No,10 - 30,Light,Less,3,4,2
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FIST,Bachelor's,3,40 - 70,Very Good,0,8,2,0,No,Yes,Course preference,Small,Medium,Less,Good,Moderate,No,MT3,Higher,Higher,Unemployed,Education,No,Yes,Alone,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,1,2,1
21 - 23,Male,Malaysian,Friend or roommate,Urban,No,FOE,Bachelor's,3,40 - 70,Very Good,0,4,6,0,Yes,Yes,Course preference,Medium,Small,Sometimes,Moderate,Moderate,Yes,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Moderate,Sometimes,4,2,4
21 - 23,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,1,40 - 70,Good,0,2,3,4,Yes,Yes,Course preference,Extra large,Large,None,Moderate,Moderate,No,MT3,Secondary,Higher,Business,Accounts,No,Yes,Alone,2 - 5,No,No,30 - 60,Light,Non-drinker,4,2,1
18 - 20,Female,Malaysian,Family,Urban,Yes,FCI,Bachelor's,2,40 - 70,Very Good,0,8,2,0,No,No,Course preference,Large,Medium,Less,Moderate,Moderate,Yes,LE3,Secondary,Secondary,Finance and banking,Finance and banking,No,No,Alone,2 - 5,Yes,Yes,30 - 60,Non-gamer,Non-drinker,2,1,2
21 - 23,Male,Malaysian,Friend or roommate,Urban,Yes,FCI,Bachelor's,3,More than 100,Very Good,0,0,0,0,No,Yes,Course preference,Medium,Large,None,Moderate,Poor,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,No,Group,2 - 5,Yes,No,10 - 30,Light,Less,3,4,4
18 - 20,Male,Malaysian,Family,Rural,Yes,FCI,Bachelor's,2,40 - 70,Average,1 - 2,7,2,0,Yes,No,Im being placed here by MARA hahaha,Extra large,Large,None,Good,Good,No,MT3,Higher,Secondary,Self-employed,Unemployed,Yes,Yes,Group,2 - 5,Yes,Yes,Less than 10,Light,Non-drinker,2,5,5
21 - 23,Male,Malaysian,Alone,Rural,No,FCI,Diploma,2,71 - 100,Good,1 - 2,2,6,0,No,No,Close to home,Medium,Small,None,Moderate,Moderate,Yes,MT3,Higher,Higher,Civil servant,Unemployed,No,No,Group,Less than 2,No,Yes,10 - 30,Moderate,Non-drinker,3,3,3
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,2,40 - 70,Good,0,7,2,0,No,Yes,Course preference,Extra large,Large,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Finance and banking,Unemployed,No,No,Alone,2 - 5,Yes,No,30 - 60,Heavy,Non-drinker,2,3,3
18 - 20,Female,Malaysian,Family,Urban,Yes,FOM,Bachelor's,2,40 - 70,Very Good,0,0,0,0,No,No,Close to home,Medium,Medium,Sometimes,Poor,Poor,No,MT3,Higher,Higher,Civil servant,Civil servant,Yes,Yes,Alone,Less than 2,No,No,30 - 60,Light,Non-drinker,1,4,5
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,3,More than 100,Very Good,0,7,1,1,No,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Civil servant,Self-employed,No,No,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Less,2,3,4
21 - 23,Male,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,2,71 - 100,Very Good,0,2,6,1,No,Yes,Course preference,Large,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Unemployed,Unemployed,No,No,Group,Less than 2,No,Yes,10 - 30,Heavy,Less,4,3,3
18 - 20,Male,Malaysian,Family,Urban,Yes,FCI,Bachelor's,2,40 - 70,Average,1 - 2,0,0,0,No,No,University reputation,Medium,Medium,Less,Good,Good,No,MT3,Higher,Higher,Healthcare,Self-employed,No,Yes,Group,Less than 2,Yes,No,30 - 60,Non-gamer,Non-drinker,4,4,4
21 - 23,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,3,71 - 100,Very Good,0,5,3,1,No,No,Course preference,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Civil servant,Self-employed,No,Yes,Group,2 - 5,No,No,30 - 60,Light,Less,3,3,3
18 - 20,Male,Malaysian,Friend or roommate,Urban,Yes,FIST,Bachelor's,2,Less than 40,Good,0,7,0,1,No,No,Course preference,Extra large,Medium,None,Good,Good,No,MT3,Higher,Secondary,Engineer,Unemployed,No,No,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,1,2,5
18 - 20,Female,Malaysian,Friend or roommate,Urban,Yes,FOB,Bachelor's,3,40 - 70,Good,0,1,0,5,No,Yes,Close to home,Medium,Medium,Sometimes,Moderate,Good,No,MT3,Higher,Higher,Finance and banking,Finance and banking,No,Yes,Alone,Less than 2,No,No,Less than 10,Heavy,Less,3,2,3
21 - 23,Male,Malaysian,Friend or roommate,Urban,No,FOL,Bachelor's,2,Less than 40,Very Good,3 - 4,2,2,3,No,No,Course preference,Large,Medium,Sometimes,Moderate,Moderate,Yes,MT3,Higher,Higher,Healthcare,Unemployed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Moderate,Non-drinker,3,3,3
21 - 23,Female,Malaysian,Friend or roommate,Urban,Yes,FIST,Bachelor's,2,40 - 70,Good,1 - 2,5,3,1,No,Yes,University reputation,Extra large,Medium,None,Poor,Poor,No,LE3,Higher,Secondary,Self-employed,Self-employed,Yes,Yes,Group,2 - 5,No,No,Less than 10,Light,Non-drinker,5,1,5
18 - 20,Female,Malaysian,Friend or roommate,Rural,No,FOM,Bachelor's,1,40 - 70,Very Good,0,6,3,0,Yes,No,because i got scholarship ,Medium,Medium,None,Good,Good,No,MT3,Higher,Higher,Self-employed,Unemployed,No,No,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,4,3,3
18 - 20,Male,Malaysian,Family,Urban,No,FAC,Bachelor's,2,Less than 40,Good,1 - 2,2,3,2,No,No,Close to home,Medium,Extra large,Less,Moderate,Good,No,MT3,Higher,Higher,Self-employed,Self-employed,No,No,Alone,2 - 5,No,No,10 - 30,Heavy,Non-drinker,5,2,4
18 - 20,Female,Malaysian,Family,Urban,Yes,FIST,Bachelor's,2,Less than 40,Very Good,0,5,4,1,Yes,Yes,Course preference,Large,Large,Less,Moderate,Good,No,MT3,Secondary,Secondary,Technician ,Accountant ,No,Yes,Group,2 - 5,No,No,30 - 60,Light,Less,4,4,5
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FET,Bachelor's,2,Less than 40,Good,0,9,2,0,No,Yes,Course preference,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Finance and banking,No,Yes,Alone,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,2,4,4
18 - 20,Female,Malaysian,Friend or roommate,Urban,Yes,FET,Bachelor's,Less than 1,Less than 40,Very Good,0,1,6,2,No,Yes,Course preference,Large,Medium,None,Good,Good,No,MT3,Higher,Higher,Education,Education,No,Yes,Alone,2 - 5,No,No,Less than 10,Light,Non-drinker,2,1,1
18 - 20,Female,Malaysian,Alone,Urban,No,FOL,Bachelor's,2,40 - 70,Very Good,0,8,2,0,No,Yes,Course preference,Large,Medium,None,Moderate,Moderate,No,LE3,Higher,Secondary,Self-employed,Operator in Private company,Yes,No,Alone,2 - 5,Yes,No,Less than 10,Light,Non-drinker,2,1,2
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Very Good,0,7,2,0,No,Yes,Close to home,Extra large,Large,Less,Moderate,Good,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,No,30 - 60,Heavy,Non-drinker,5,3,1
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCM,Bachelor's,3,40 - 70,Very Good,0,9,0,0,Yes,No,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Healthcare,Healthcare,No,Yes,Group,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,3,3,3
18 - 20,Female,Malaysian,Alone,Urban,Yes,FCI,Bachelor's,2,Less than 40,Good,0,10,1,0,Yes,No,Sponsor,Extra large,Extra large,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Education,No,No,Alone,2 - 5,Yes,No,Less than 10,Light,Non-drinker,4,3,3
24 - 26,Male,Malaysian,Alone,Urban,No,FCI,Bachelor's,3,71 - 100,Good,1 - 2,4,5,0,No,No,Close to Kuala Lumpur,Extra large,Extra large,Less,Moderate,Good,No,MT3,Higher,Higher,Procurement in Telekom Malaysia,"Assets and Facilities Manager, KTM Berhad",Yes,Yes,Group,2 - 5,No,No,10 - 30,Heavy,Non-drinker,4,2,1
21 - 23,Male,Malaysian,Family,Rural,No,FIST,Bachelor's,2,40 - 70,Very Good,0,3,6,1,No,Yes,Close to home,Large,Large,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,1,2,2
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FAC,Bachelor's,2,40 - 70,Very Good,0,3,2,0,No,No,Course preference,Medium,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Secondary,retired ,Self-employed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Light,Non-drinker,3,3,4
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCM,Bachelor's,2,40 - 70,Very Good,0,5,4,1,No,Yes,Course preference,Medium,Medium,None,Good,Good,No,MT3,Higher,Higher,Engineering ,Healthcare,No,Yes,Alone,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,4,3,2
18 - 20,Female,Malaysian,Friend or roommate,Rural,No,FOB,Bachelor's,1,40 - 70,Very Good,0,3,2,1,No,Yes,Close to home,Medium,Medium,Less,Moderate,Moderate,No,MT3,Primary,Primary,Self-employed,Unemployed,No,No,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,3,3,3
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FOB,Bachelor's,3,71 - 100,Very Good,0,7,1,1,No,Yes,Close to home,Large,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Unemployed,No,Yes,Alone,2 - 5,Yes,Yes,Less than 10,Non-gamer,Non-drinker,2,5,4
18 - 20,Male,Malaysian,Family,Urban,No,FIST,Bachelor's,1,Less than 40,Average,3 - 4,2,4,2,No,Yes,Course preference,Large,Large,None,Good,Good,No,MT3,Higher,Secondary,Self-employed,Unemployed,No,No,Alone,5 - 8,Yes,No,More than 60,Light,Non-drinker,5,4,5
18 - 20,Female,Malaysian,Family,Urban,Yes,FIST,Bachelor's,2,Less than 40,Very Good,0,7,3,0,No,Yes,Close to home,Large,Large,Less,Moderate,Moderate,No,MT3,Secondary,Primary,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,Yes,30 - 60,Light,Less,4,4,4
21 - 23,Male,Malaysian,Family,Urban,No,FCM,Bachelor's,1,71 - 100,Good,0,4,3,2,No,No,Course preference,Medium,Medium,Less,Poor,Moderate,No,MT3,Secondary,Higher,Self-employed,Education,No,No,Alone,Less than 2,No,Yes,30 - 60,Light,Non-drinker,4,2,1
18 - 20,Female,Malaysian,Friend or roommate,Rural,No,FOB,Bachelor's,2,40 - 70,Good,1 - 2,3,5,2,No,Yes,Course preference,Large,Large,Less,Good,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Alone,Less than 2,No,No,Less than 10,Light,Non-drinker,4,3,4
18 - 20,Female,Malaysian,Family,Urban,No,FOL,Bachelor's,1,40 - 70,Very Good,0,5,1,3,No,Yes,Close to home,Extra large,Medium,None,Moderate,Moderate,No,LE3,Higher,Higher,Education,Education,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Non-gamer,Non-drinker,2,3,2
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70,Very Good,0,3,4,2,No,Yes,Close to home,Large,Medium,None,Moderate,Good,No,MT3,Primary,Primary,Civil servant,Unemployed,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Light,Non-drinker,4,3,4
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,2,40 - 70,Very Good,0,8,0,0,Yes,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Unemployed,No,Yes,Alone,5 - 8,Yes,No,10 - 30,Moderate,Non-drinker,2,2,4
21 - 23,Female,Malaysian,Family,Urban,Yes,FOB,Bachelor's,2,40 - 70,Very Good,0,7,3,0,Yes,Yes,Close to home,Medium,Medium,Less,Good,Good,No,MT3,Higher,Higher,MIS Manager,MIS Manager,No,Yes,Alone,Less than 2,No,Yes,10 - 30,Non-gamer,Less,2,2,5
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FET,Bachelor's,2,40 - 70,Low,1 - 2,8,1,0,Yes,No,Scholarships ,Small,Small,None,Good,Good,No,MT3,Primary,Primary,Self-employed,Unemployed,No,No,Group,5 - 8,Yes,No,Less than 10,Moderate,Non-drinker,1,3,3
18 - 20,Female,Malaysian,Friend or roommate,Urban,Yes,FOM,Bachelor's,2,40 - 70,Very Good,0,7,3,0,No,Yes,University reputation,Medium,Medium,Sometimes,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,No,Alone,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,4,4,4
18 - 20,Female,Malaysian,Alone,Rural,Yes,FOL,Bachelor's,1,40 - 70,Very Good,0,7,3,0,No,Yes,Course preference,Extra large,Extra large,Less,Moderate,Moderate,No,MT3,Primary,Secondary,Self-employed,House Wife,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Light,Less,1,3,3
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,1,Less than 40,Very Good,0,5,3,1,No,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Primary,None,Lorry driver,housewife,Yes,No,Alone,2 - 5,No,No,10 - 30,Moderate,Less,3,3,3
21 - 23,Female,Malaysian,Friend or roommate,Urban,No,FOB,Bachelor's,1,40 - 70,Good,0,3,4,3,No,Yes,Course preference,Small,Medium,None,Poor,Moderate,No,MT3,Secondary,Higher,Self-employed,Unemployed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Moderate,Less,2,2,3
18 - 20,Female,Malaysian,Alone,Urban,No,FOL,Bachelor's,2,40 - 70,Good,0,6,3,1,No,Yes,Course preference,Large,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Unemployed,Yes,Yes,Group,5 - 8,Yes,No,Less than 10,Non-gamer,Less,4,4,2
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,1,Less than 40,Good,0,1,0,6,No,No,University reputation,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Salesman,Self-employed,No,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,4,2,2
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FIST,Bachelor's,2,Less than 40,Very Good,0,8,1,0,Yes,No,Course preference,Extra large,Large,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Unemployed,Yes,Yes,Alone,5 - 8,Yes,No,Less than 10,Non-gamer,Non-drinker,1,3,2
18 - 20,Male,Malaysian,Family,Urban,No,FOE,Bachelor's,Less than 1,Less than 40,Low,1 - 2,2,2,3,No,No,Close to home,Small,Small,Less,Moderate,Moderate,No,LE3,Secondary,Secondary,Foreman ,Unemployed,Yes,Yes,Alone,2 - 5,Yes,No,30 - 60,Heavy,Non-drinker,3,2,1
18 - 20,Male,Non-Malaysian,Friend or roommate,Urban,No,FIST,Bachelor's,3,40 - 70,Good,0,0,0,0,No,No,University reputation,Large,Large,Sometimes,Good,Good,Yes,MT3,Higher,Higher,Civil servant,Unemployed,Yes,No,Alone,2 - 5,Yes,No,Less than 10,Moderate,Non-drinker,3,3,2
21 - 23,Male,Malaysian,Alone,Urban,No,FCI,Bachelor's,3,40 - 70,Very Good,0,9,1,0,No,Yes,Course preference,Small,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Engineering,Finance and banking,No,No,Alone,Less than 2,Yes,No,Less than 10,Light,Non-drinker,3,2,3
18 - 20,Female,Malaysian,Family,Urban,No,FAC,Bachelor's,1,Less than 40,Very Good,0,4,1,1,No,No,University reputation,Medium,Medium,Sometimes,Moderate,Moderate,Yes,MT3,Higher,Higher,Finance and banking,Finance and banking,Yes,Yes,Alone,Less than 2,No,No,More than 60,Moderate,Non-drinker,3,2,3
21 - 23,Female,Malaysian,Family,Urban,No,FCM,Bachelor's,3,More than 100,Good,1 - 2,8,1,0,No,No,Course preference,Large,Medium,Sometimes,Good,Good,No,MT3,Higher,Higher,Self-employed,Healthcare,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,4,2,2
18 - 20,Male,Malaysian,Family,Urban,Yes,FCI,Bachelor's,Less than 1,Less than 40,Very Good,0,3,2,2,No,No,Course preference,Medium,Small,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Unemployed,Yes,Yes,Alone,2 - 5,Yes,No,30 - 60,Moderate,Non-drinker,3,4,3
24 - 26,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,1,40 - 70,Very Good,0,8,0,0,Yes,No,Course preference,Medium,Medium,Less,Moderate,Good,No,MT3,Higher,Secondary,Safety officer,Clerk,No,Yes,Alone,2 - 5,No,No,30 - 60,Moderate,Non-drinker,2,1,1
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FIST,Bachelor's,2,Less than 40,Good,0,5,2,2,No,Yes,Course preference,Large,Large,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Group,2 - 5,Yes,No,10 - 30,Moderate,Less,2,3,3
18 - 20,Female,Malaysian,Alone,Urban,No,FOM,Bachelor's,Less than 1,Less than 40,Good,0,3,6,0,No,No,Course preference,Medium,Medium,Less,Moderate,Moderate,No,LE3,Higher,Secondary,Finance and banking,Finance and banking,No,Yes,Alone,2 - 5,Yes,Yes,Less than 10,Moderate,Non-drinker,2,4,4
18 - 20,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,1,40 - 70,Very Good,0,8,1,0,Yes,Yes,Course preference,Large,Large,Less,Moderate,Moderate,No,MT3,Higher,Higher,Assistant,Receptionist,No,Yes,Alone,Less than 2,No,Yes,More than 60,Moderate,Non-drinker,2,3,3
18 - 20,Female,Malaysian,Family,Urban,No,FOM,Bachelor's,Less than 1,Less than 40,Very Good,0,8,1,0,No,Yes,Close to home,Extra large,Large,None,Good,Good,No,MT3,Higher,Higher,Interpreter ,Finance and banking,Yes,No,Alone,Less than 2,Yes,Yes,Less than 10,Non-gamer,Non-drinker,1,1,2
18 - 20,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70,Very Good,0,10,2,1,No,Yes,Course preference,Medium,Medium,None,Moderate,Good,Yes,MT3,Higher,Higher,Finance and banking,Finance and banking,No,Yes,Alone,Less than 2,Yes,No,30 - 60,Moderate,Non-drinker,4,4,2
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FCI,Bachelor's,1,71 - 100,Very Good,0,6,5,0,No,No,Course preference,Medium,Small,None,Moderate,Moderate,No,LE3,Higher,Higher,Self-employed,Finance and banking,No,Yes,Alone,5 - 8,No,No,Less than 10,Non-gamer,Non-drinker,3,3,3
18 - 20,Female,Non-Malaysian,Friend or roommate,Urban,No,FCA,Bachelor's,1,Less than 40,Very Good,0,0,0,0,Yes,No,Course availability ,Large,Large,None,Good,Moderate,No,MT3,Higher,Higher,IT,Healthcare,No,Yes,Alone,2 - 5,No,No,Less than 10,Heavy,Less,3,3,3
18 - 20,Female,Malaysian,Friend or roommate,Urban,Yes,FCM,Bachelor's,Less than 1,40 - 70,Very Good,0,8,1,0,No,Yes,University reputation,Medium,Medium,None,Good,Good,No,LE3,Higher,Higher,Self-employed,Finance and banking,Yes,Yes,Alone,5 - 8,Yes,No,Less than 10,Non-gamer,Sometimes,3,3,4
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FOM,Bachelor's,Less than 1,Less than 40,Very Good,0,2,5,3,No,Yes,Course preference,Medium,Medium,Less,Moderate,Good,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,No,Alone,2 - 5,Yes,No,10 - 30,Heavy,Less,3,3,4
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FCI,Diploma,1,Less than 40,Good,1 - 2,5,4,0,No,Yes,Course preference,Medium,Small,Less,Good,Good,No,MT3,Higher,Higher,Civil servant,Finance and banking,No,No,Group,2 - 5,No,Yes,10 - 30,Moderate,Non-drinker,1,4,3
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FOM,Foundation,1,40 - 70,Good,0,3,3,2,No,No,Course preference,Medium,Small,Less,Good,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,No,Less than 10,Light,Non-drinker,4,2,1
18 - 20,Male,Malaysian,Friend or roommate,Urban,Yes,FOM,Bachelor's,1,Less than 40,Average,1 - 2,2,3,5,No,No,Course preference,Medium,Medium,Less,Moderate,Good,No,MT3,Secondary,Higher,Fertilizer ,Education,No,Yes,Alone,2 - 5,No,Yes,Less than 10,Light,Non-drinker,2,4,4
18 - 20,Male,Malaysian,Friend or roommate,Urban,No,FOB,Bachelor's,1,40 - 70,Good,0,0,0,0,No,No,Course preference,Large,Medium,None,Good,Good,No,LE3,Higher,Higher,Passed away,Optometrist,No,Yes,Alone,2 - 5,No,No,Less than 10,Moderate,Non-drinker,4,2,1
18 - 20,Female,Malaysian,Friend or roommate,Urban,No,FOB,Bachelor's,1,Less than 40,Average,0,4,2,2,No,Yes,Close to home,Extra large,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,No,Group,Less than 2,No,No,Less than 10,Light,Non-drinker,3,1,3
18 - 20,Female,Malaysian,Friend or roommate,Urban,Yes,FOB,Bachelor's,1,Less than 40,Very Good,0,7,1,2,Yes,Yes,Close to home,Large,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Finance and banking,No,Yes,Alone,2 - 5,No,No,10 - 30,Light,Less,3,4,4
18 - 20,Female,Malaysian,Family,Urban,No,FAC,Bachelor's,Less than 1,Less than 40,Average,3 - 4,0,0,0,No,No,Close to home,Medium,Medium,Less,Moderate,Good,No,LE3,Higher,Higher,Civil servant,Education,No,Yes,Alone,2 - 5,No,No,10 - 30,Heavy,Non-drinker,4,3,3
